Local Time,UTC Time,Country Code,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,Wind Speed
2026-01-01 00:00:00,2025-12-31 17:00:00+00:00,VN,123,639.0,33.4,50.0,39.5,38.4,32.0,99,0.1,1011.6,95,19.2,8.5
2026-01-01 01:00:00,2025-12-31 18:00:00+00:00,VN,122,622.0,31.7,51.0,40.4,39.3,30.4,47,0.0,1011.5,96,19.1,9.2
2026-01-01 02:00:00,2025-12-31 19:00:00+00:00,VN,121,553.0,29.4,52.0,39.5,38.4,28.8,71,0.1,1011.2,95,19.0,8.8
2026-01-01 03:00:00,2025-12-31 20:00:00+00:00,VN,120,463.0,27.0,55.0,37.7,36.8,27.4,100,0.1,1011.1,96,18.9,9.6
2026-01-01 04:00:00,2025-12-31 21:00:00+00:00,VN,118,419.0,26.3,56.0,36.4,35.5,27.3,95,0.1,1011.2,98,18.5,10.0
2026-01-01 05:00:00,2025-12-31 22:00:00+00:00,VN,117,462.0,28.9,56.0,34.7,34.0,29.4,95,0.0,1011.7,98,18.5,10.3
2026-01-01 06:00:00,2025-12-31 23:00:00+00:00,VN,115,552.0,33.1,55.0,35.0,34.3,32.8,100,0.0,1012.5,97,18.5,8.9
2026-01-01 07:00:00,2026-01-01 00:00:00+00:00,VN,113,630.0,38.5,44.0,37.3,36.4,37.1,100,0.2,1013.5,97,18.5,8.3
2026-01-01 08:00:00,2026-01-01 01:00:00+00:00,VN,110,684.0,36.0,53.0,36.9,36.1,37.4,100,0.3,1014.9,94,18.8,9.5
2026-01-01 09:00:00,2026-01-01 02:00:00+00:00,VN,107,727.0,32.6,65.0,34.1,33.2,37.6,90,0.3,1015.8,89,19.6,7.9
2026-01-01 10:00:00,2026-01-01 03:00:00+00:00,VN,104,740.0,29.8,74.0,31.7,30.7,37.2,100,0.0,1016.1,88,20.5,7.5
2026-01-01 11:00:00,2026-01-01 04:00:00+00:00,VN,102,698.0,28.5,77.0,27.5,26.5,35.5,100,0.1,1015.6,85,21.2,7.4
2026-01-01 12:00:00,2026-01-01 05:00:00+00:00,VN,100,627.0,27.7,77.0,27.1,26.3,33.0,100,0.7,1014.9,85,20.8,11.4
2026-01-01 13:00:00,2026-01-01 06:00:00+00:00,VN,99,580.0,26.7,76.0,30.7,30.0,31.0,98,0.6,1014.2,80,21.6,11.7
2026-01-01 14:00:00,2026-01-01 07:00:00+00:00,VN,98,579.0,24.8,75.0,32.1,31.7,29.8,79,0.0,1013.7,72,23.2,11.1
2026-01-01 15:00:00,2026-01-01 08:00:00+00:00,VN,98,603.0,22.5,74.0,22.5,22.2,28.9,100,0.0,1014.1,73,23.0,11.5
2026-01-01 16:00:00,2026-01-01 09:00:00+00:00,VN,97,646.0,20.7,72.0,14.3,14.2,28.2,98,0.4,1014.7,79,21.2,15.1
2026-01-01 17:00:00,2026-01-01 10:00:00+00:00,VN,95,724.0,19.7,70.0,9.1,9.1,27.4,100,0.1,1015.5,84,20.0,15.0
2026-01-01 18:00:00,2026-01-01 11:00:00+00:00,VN,92,821.0,19.3,67.0,9.3,9.3,26.8,100,0.4,1016.6,83,18.9,18.7
2026-01-01 19:00:00,2026-01-01 12:00:00+00:00,VN,90,883.0,19.6,59.0,14.6,14.3,27.1,100,0.9,1016.4,88,19.1,15.1
2026-01-01 20:00:00,2026-01-01 13:00:00+00:00,VN,88,880.0,18.3,60.0,13.0,12.9,26.6,100,0.2,1016.9,87,19.1,14.5
2026-01-01 21:00:00,2026-01-01 14:00:00+00:00,VN,86,841.0,16.5,60.0,13.1,12.9,25.8,100,0.0,1018.0,81,18.2,18.3
2026-01-01 22:00:00,2026-01-01 15:00:00+00:00,VN,84,801.0,15.3,60.0,13.6,13.4,25.5,100,0.0,1018.6,78,17.4,18.6
2026-01-01 23:00:00,2026-01-01 16:00:00+00:00,VN,82,771.0,15.1,58.0,14.9,14.7,25.8,100,0.0,1019.0,76,16.6,17.5
2026-01-02 00:00:00,2026-01-01 17:00:00+00:00,VN,80,739.0,15.4,56.0,14.6,14.3,26.6,100,0.0,1019.3,77,16.2,14.7
2026-01-02 01:00:00,2026-01-01 18:00:00+00:00,VN,78,710.0,15.9,53.0,16.2,15.9,27.5,100,0.0,1018.9,81,16.8,12.3
2026-01-02 02:00:00,2026-01-01 19:00:00+00:00,VN,76,676.0,16.3,50.0,18.3,18.0,28.6,100,0.3,1018.6,83,16.5,11.9
2026-01-02 03:00:00,2026-01-01 20:00:00+00:00,VN,74,645.0,16.8,47.0,18.5,18.3,30.0,100,0.2,1018.7,83,16.3,11.3
2026-01-02 04:00:00,2026-01-01 21:00:00+00:00,VN,73,640.0,17.6,43.0,19.4,19.2,31.3,100,0.1,1019.1,83,15.9,11.0
2026-01-02 05:00:00,2026-01-01 22:00:00+00:00,VN,71,683.0,19.0,39.0,20.6,20.4,32.6,100,0.1,1019.3,83,15.6,12.5
2026-01-02 06:00:00,2026-01-01 23:00:00+00:00,VN,70,752.0,20.7,34.0,21.0,20.8,33.8,100,0.2,1020.2,83,15.2,12.8
2026-01-02 07:00:00,2026-01-02 00:00:00+00:00,VN,69,808.0,22.6,32.0,25.4,25.3,33.7,100,0.1,1021.1,86,15.2,12.4
2026-01-02 08:00:00,2026-01-02 01:00:00+00:00,VN,68,835.0,21.9,32.0,24.1,24.0,33.4,100,0.0,1022.2,82,15.3,14.4
2026-01-02 09:00:00,2026-01-02 02:00:00+00:00,VN,67,848.0,21.0,32.0,22.5,22.5,33.1,100,0.0,1023.2,79,15.6,14.1
2026-01-02 10:00:00,2026-01-02 03:00:00+00:00,VN,66,855.0,20.5,32.0,21.1,21.1,33.3,100,0.0,1023.5,75,16.2,13.5
2026-01-02 11:00:00,2026-01-02 04:00:00+00:00,VN,65,857.0,20.5,33.0,20.5,20.4,34.3,100,0.0,1023.2,73,16.2,13.1
2026-01-02 12:00:00,2026-01-02 05:00:00+00:00,VN,64,854.0,20.8,35.0,20.5,20.4,35.9,100,0.0,1022.3,71,16.1,12.8
2026-01-02 13:00:00,2026-01-02 06:00:00+00:00,VN,64,846.0,21.5,36.0,21.2,21.0,37.4,100,0.0,1021.4,72,15.7,12.7
2026-01-02 14:00:00,2026-01-02 07:00:00+00:00,VN,63,810.0,22.6,37.0,22.1,21.8,38.8,100,0.0,1020.6,69,16.1,12.1
2026-01-02 15:00:00,2026-01-02 08:00:00+00:00,VN,62,770.0,24.0,37.0,25.3,25.0,40.3,100,0.0,1020.4,66,16.6,11.1
2026-01-02 16:00:00,2026-01-02 09:00:00+00:00,VN,63,803.0,25.9,36.0,27.5,27.2,41.7,100,0.0,1020.3,66,16.5,10.4
2026-01-02 17:00:00,2026-01-02 10:00:00+00:00,VN,64,1000.0,28.8,33.0,29.3,29.0,43.1,100,0.0,1020.6,69,16.2,8.6
2026-01-02 18:00:00,2026-01-02 11:00:00+00:00,VN,65,1270.0,32.2,28.0,32.7,32.5,44.4,100,0.0,1021.0,70,15.9,7.8
2026-01-02 19:00:00,2026-01-02 12:00:00+00:00,VN,67,1419.0,29.0,28.0,35.6,35.2,42.6,100,0.0,1021.7,76,14.9,8.7
2026-01-02 20:00:00,2026-01-02 13:00:00+00:00,VN,69,1333.0,29.0,26.0,37.6,37.1,42.4,100,0.0,1022.4,75,14.7,8.0
2026-01-02 21:00:00,2026-01-02 14:00:00+00:00,VN,71,1127.0,29.1,23.0,39.1,38.8,42.1,100,0.0,1023.1,75,14.6,7.2
2026-01-02 22:00:00,2026-01-02 15:00:00+00:00,VN,74,947.0,28.8,21.0,40.5,40.2,41.5,100,0.0,1023.6,74,14.4,6.6
2026-01-02 23:00:00,2026-01-02 16:00:00+00:00,VN,76,847.0,28.1,21.0,38.8,38.4,40.4,100,0.0,1023.6,73,14.3,7.8
2026-01-03 00:00:00,2026-01-02 17:00:00+00:00,VN,78,773.0,27.0,21.0,36.3,36.1,39.1,100,0.0,1023.5,73,14.1,7.8
2026-01-03 01:00:00,2026-01-02 18:00:00+00:00,VN,80,714.0,26.1,22.0,35.0,34.8,38.1,100,0.0,1023.1,78,14.1,7.1
2026-01-03 02:00:00,2026-01-02 19:00:00+00:00,VN,82,657.0,25.0,23.0,35.2,34.9,37.3,100,0.0,1022.8,78,13.9,6.3
2026-01-03 03:00:00,2026-01-02 20:00:00+00:00,VN,83,616.0,24.0,24.0,36.1,35.7,36.9,100,0.0,1022.4,78,13.8,6.2
2026-01-03 04:00:00,2026-01-02 21:00:00+00:00,VN,85,618.0,24.0,24.0,36.8,36.4,37.6,100,0.0,1022.2,78,13.8,6.5
2026-01-03 05:00:00,2026-01-02 22:00:00+00:00,VN,86,702.0,26.1,22.0,37.5,37.1,40.1,100,0.0,1022.1,77,13.7,6.9
2026-01-03 06:00:00,2026-01-02 23:00:00+00:00,VN,88,830.0,29.3,18.0,38.5,38.2,43.7,100,0.0,1022.5,77,13.7,6.6
2026-01-03 07:00:00,2026-01-03 00:00:00+00:00,VN,89,917.0,32.0,16.0,27.5,27.4,48.4,100,0.0,1023.0,77,14.0,7.5
2026-01-03 08:00:00,2026-01-03 01:00:00+00:00,VN,90,926.0,31.1,19.0,29.0,28.9,50.3,100,0.0,1023.8,75,14.2,7.6
2026-01-03 09:00:00,2026-01-03 02:00:00+00:00,VN,90,894.0,29.7,23.0,31.0,30.9,52.9,92,0.0,1024.0,71,14.9,7.9
2026-01-03 10:00:00,2026-01-03 03:00:00+00:00,VN,91,849.0,28.6,27.0,34.8,34.6,54.6,38,0.0,1024.0,66,16.4,7.1
2026-01-03 11:00:00,2026-01-03 04:00:00+00:00,VN,92,786.0,27.5,32.0,38.8,38.5,54.6,88,0.0,1023.1,63,17.8,5.8
2026-01-03 12:00:00,2026-01-03 05:00:00+00:00,VN,94,710.0,26.6,38.0,41.7,41.3,53.7,100,0.0,1021.8,61,18.5,4.6
2026-01-03 13:00:00,2026-01-03 06:00:00+00:00,VN,95,658.0,26.7,43.0,43.4,43.1,53.2,100,0.0,1020.9,65,17.9,5.3
2026-01-03 14:00:00,2026-01-03 07:00:00+00:00,VN,97,646.0,27.4,47.0,44.5,44.0,52.9,100,0.0,1019.3,64,18.2,7.0
2026-01-03 15:00:00,2026-01-03 08:00:00+00:00,VN,99,658.0,29.1,49.0,46.1,45.8,52.9,100,0.0,1018.8,65,18.2,7.6
2026-01-03 16:00:00,2026-01-03 09:00:00+00:00,VN,101,691.0,33.8,46.0,48.0,47.6,54.5,100,0.0,1018.4,68,18.1,6.7
2026-01-03 17:00:00,2026-01-03 10:00:00+00:00,VN,104,762.0,44.2,35.0,50.2,49.8,58.5,100,0.0,1018.3,73,17.8,3.9
2026-01-03 18:00:00,2026-01-03 11:00:00+00:00,VN,106,854.0,57.7,18.0,58.0,57.6,64.0,100,0.0,1018.4,76,17.3,5.4
2026-01-03 19:00:00,2026-01-03 12:00:00+00:00,VN,108,906.0,64.1,11.0,67.1,66.8,58.4,100,0.0,1019.3,79,17.1,5.1
2026-01-03 20:00:00,2026-01-03 13:00:00+00:00,VN,112,879.0,64.2,12.0,73.8,73.6,57.9,100,0.0,1019.9,81,16.8,7.3
2026-01-03 21:00:00,2026-01-03 14:00:00+00:00,VN,115,814.0,64.2,14.0,71.2,71.0,57.3,100,0.0,1020.1,81,16.5,8.6
2026-01-03 22:00:00,2026-01-03 15:00:00+00:00,VN,119,770.0,63.2,16.0,68.5,68.5,56.5,100,0.0,1020.6,82,16.1,7.2
2026-01-03 23:00:00,2026-01-03 16:00:00+00:00,VN,122,777.0,59.9,21.0,67.5,67.3,55.2,88,0.0,1020.6,83,15.9,6.0
2026-01-04 00:00:00,2026-01-03 17:00:00+00:00,VN,125,806.0,55.6,27.0,67.3,67.1,53.8,100,0.0,1020.5,85,15.6,3.6
2026-01-04 01:00:00,2026-01-03 18:00:00+00:00,VN,128,831.0,53.1,29.0,73.1,72.6,53.6,100,0.0,1020.2,84,15.5,2.7
2026-01-04 02:00:00,2026-01-03 19:00:00+00:00,VN,132,823.0,54.2,25.0,76.1,75.7,55.2,100,0.0,1019.6,85,15.4,2.7
2026-01-04 03:00:00,2026-01-03 20:00:00+00:00,VN,136,811.0,57.2,17.0,82.9,82.4,57.9,88,0.0,1019.0,86,15.3,2.5
2026-01-04 04:00:00,2026-01-03 21:00:00+00:00,VN,141,862.0,59.7,11.0,82.7,82.2,61.2,95,0.0,1018.9,88,14.8,0.7
2026-01-04 05:00:00,2026-01-03 22:00:00+00:00,VN,146,1045.0,61.3,6.0,82.9,82.4,65.3,100,0.0,1019.0,90,14.6,2.7
2026-01-04 06:00:00,2026-01-03 23:00:00+00:00,VN,150,1289.0,62.4,3.0,83.8,83.4,69.9,100,0.0,1019.5,88,14.9,5.0
2026-01-04 07:00:00,2026-01-04 00:00:00+00:00,VN,151,1453.0,62.3,5.0,65.9,64.7,64.1,66,0.0,1019.8,89,14.9,6.0
2026-01-04 08:00:00,2026-01-04 01:00:00+00:00,VN,152,1468.0,60.3,10.0,63.3,62.4,68.4,59,0.0,1020.6,84,15.6,4.8
2026-01-04 09:00:00,2026-01-04 02:00:00+00:00,VN,153,1401.0,57.2,17.0,56.5,56.1,73.9,100,0.0,1021.5,81,16.2,4.0
2026-01-04 10:00:00,2026-01-04 03:00:00+00:00,VN,153,1312.0,53.3,26.0,53.9,53.6,75.3,100,0.2,1021.7,80,16.9,2.7
2026-01-04 11:00:00,2026-01-04 04:00:00+00:00,VN,154,1214.0,47.7,37.0,50.5,49.9,68.8,99,0.1,1020.6,80,17.8,2.7
2026-01-04 12:00:00,2026-01-04 05:00:00+00:00,VN,154,1093.0,41.2,49.0,43.4,42.7,58.1,90,0.0,1018.9,76,19.3,2.3
2026-01-04 13:00:00,2026-01-04 06:00:00+00:00,VN,154,964.0,36.5,59.0,39.0,38.3,49.7,96,0.0,1017.8,73,20.3,3.3
2026-01-04 14:00:00,2026-01-04 07:00:00+00:00,VN,154,803.0,33.6,68.0,39.7,39.0,45.7,82,0.0,1016.7,69,21.4,4.2
2026-01-04 15:00:00,2026-01-04 08:00:00+00:00,VN,154,634.0,32.5,74.0,42.6,41.8,43.8,63,0.0,1016.1,68,21.6,1.9
2026-01-04 16:00:00,2026-01-04 09:00:00+00:00,VN,154,545.0,36.2,73.0,45.4,44.6,43.9,83,0.0,1016.0,68,21.6,4.2
2026-01-04 17:00:00,2026-01-04 10:00:00+00:00,VN,154,607.0,49.6,57.0,53.7,52.9,47.1,88,0.0,1016.0,77,20.3,9.0
2026-01-04 18:00:00,2026-01-04 11:00:00+00:00,VN,154,749.0,67.9,33.0,77.8,76.8,52.2,86,0.0,1016.3,85,19.0,13.5
2026-01-04 19:00:00,2026-01-04 12:00:00+00:00,VN,154,851.0,66.9,21.0,65.7,65.0,45.3,87,0.0,1016.9,93,18.2,9.4
2026-01-04 20:00:00,2026-01-04 13:00:00+00:00,VN,154,864.0,68.9,18.0,73.6,72.6,49.5,91,0.0,1017.8,94,17.8,8.7
2026-01-04 21:00:00,2026-01-04 14:00:00+00:00,VN,154,836.0,71.4,13.0,79.4,78.5,55.0,100,0.0,1018.7,94,17.5,9.5
2026-01-04 22:00:00,2026-01-04 15:00:00+00:00,VN,154,798.0,72.0,10.0,84.5,82.9,57.5,100,0.0,1018.9,94,17.0,9.8
2026-01-04 23:00:00,2026-01-04 16:00:00+00:00,VN,154,752.0,69.2,11.0,80.8,79.2,54.0,100,0.0,1019.2,93,17.0,7.9
2026-01-05 00:00:00,2026-01-04 17:00:00+00:00,VN,155,695.0,64.5,13.0,72.6,70.8,47.5,100,0.0,1019.4,92,17.0,7.2
2026-01-05 01:00:00,2026-01-04 18:00:00+00:00,VN,155,648.0,59.6,16.0,66.8,65.2,42.0,100,0.0,1019.2,94,17.0,7.6
2026-01-05 02:00:00,2026-01-04 19:00:00+00:00,VN,155,606.0,55.0,18.0,62.4,61.2,39.2,99,0.2,1018.6,94,17.1,8.1
2026-01-05 03:00:00,2026-01-04 20:00:00+00:00,VN,154,573.0,50.3,20.0,59.3,58.0,37.4,100,0.1,1018.5,94,17.0,7.6
2026-01-05 04:00:00,2026-01-04 21:00:00+00:00,VN,154,583.0,45.3,21.0,55.4,54.2,36.4,100,0.2,1018.3,94,16.8,8.5
2026-01-05 05:00:00,2026-01-04 22:00:00+00:00,VN,153,675.0,39.8,21.0,50.8,49.9,36.3,100,0.2,1018.7,94,16.7,10.9
2026-01-05 06:00:00,2026-01-04 23:00:00+00:00,VN,152,810.0,34.1,20.0,44.2,43.8,36.9,100,0.3,1019.6,93,16.3,15.0
2026-01-05 07:00:00,2026-01-05 00:00:00+00:00,VN,152,901.0,30.1,29.0,34.5,34.1,36.8,100,0.3,1020.4,89,16.2,14.9
2026-01-05 08:00:00,2026-01-05 01:00:00+00:00,VN,151,909.0,26.6,29.0,24.6,24.5,35.3,100,0.0,1021.2,86,16.0,15.7
2026-01-05 09:00:00,2026-01-05 02:00:00+00:00,VN,150,875.0,21.9,29.0,18.5,18.5,33.3,100,0.0,1022.4,80,15.9,18.4
2026-01-05 10:00:00,2026-01-05 03:00:00+00:00,VN,146,830.0,18.2,30.0,13.5,13.4,31.5,100,0.0,1022.7,75,15.9,18.9
2026-01-05 11:00:00,2026-01-05 04:00:00+00:00,VN,142,776.0,16.6,33.0,11.7,11.6,30.1,100,0.0,1022.4,71,16.0,18.2
2026-01-05 12:00:00,2026-01-05 05:00:00+00:00,VN,138,712.0,16.1,37.0,11.2,11.1,29.0,100,0.0,1021.6,67,16.4,16.9
2026-01-05 13:00:00,2026-01-05 06:00:00+00:00,VN,135,670.0,16.4,40.0,14.5,14.3,28.8,100,0.0,1021.1,69,15.4,16.1
2026-01-05 14:00:00,2026-01-05 07:00:00+00:00,VN,132,655.0,17.2,42.0,14.3,14.2,29.6,100,0.0,1020.3,69,15.4,14.3
2026-01-05 15:00:00,2026-01-05 08:00:00+00:00,VN,130,662.0,18.8,42.0,18.2,18.0,31.3,100,0.0,1020.3,69,15.4,14.4
2026-01-05 16:00:00,2026-01-05 09:00:00+00:00,VN,127,712.0,21.5,41.0,19.7,19.7,33.8,100,0.0,1020.1,70,15.2,12.8
2026-01-05 17:00:00,2026-01-05 10:00:00+00:00,VN,125,846.0,26.2,37.0,21.4,21.2,37.5,100,0.0,1020.3,71,15.0,10.8
2026-01-05 18:00:00,2026-01-05 11:00:00+00:00,VN,122,1023.0,32.1,31.0,25.6,25.5,42.0,100,0.0,1020.7,72,14.9,8.3
2026-01-05 19:00:00,2026-01-05 12:00:00+00:00,VN,116,1134.0,23.8,33.0,17.7,17.7,33.8,100,0.0,1021.6,77,14.6,7.6
2026-01-05 20:00:00,2026-01-05 13:00:00+00:00,VN,111,1120.0,22.6,35.0,22.7,22.6,33.1,100,0.0,1022.1,76,14.6,6.9
2026-01-05 21:00:00,2026-01-05 14:00:00+00:00,VN,106,1041.0,21.0,37.0,22.6,22.5,32.0,100,0.0,1022.8,76,14.6,7.9
2026-01-05 22:00:00,2026-01-05 15:00:00+00:00,VN,100,967.0,19.6,39.0,24.3,24.2,31.1,100,0.0,1023.1,74,14.4,9.9
2026-01-05 23:00:00,2026-01-05 16:00:00+00:00,VN,95,924.0,18.7,40.0,25.0,25.0,30.2,100,0.0,1022.9,74,14.2,9.7
2026-01-06 00:00:00,2026-01-05 17:00:00+00:00,VN,90,887.0,18.0,41.0,32.2,32.1,29.5,100,0.0,1023.2,76,14.0,8.0
2026-01-06 01:00:00,2026-01-05 18:00:00+00:00,VN,87,845.0,18.0,41.0,40.6,40.5,29.7,100,0.0,1023.0,77,14.2,10.2
2026-01-06 02:00:00,2026-01-05 19:00:00+00:00,VN,85,786.0,18.9,39.0,40.9,40.6,31.4,100,0.0,1022.6,77,13.9,11.9
2026-01-06 03:00:00,2026-01-05 20:00:00+00:00,VN,83,723.0,20.3,36.0,43.4,43.3,34.0,100,0.0,1022.7,78,13.5,12.2
2026-01-06 04:00:00,2026-01-05 21:00:00+00:00,VN,81,687.0,21.9,33.0,42.8,42.7,36.3,100,0.0,1023.1,77,13.3,12.9
2026-01-06 05:00:00,2026-01-05 22:00:00+00:00,VN,80,702.0,23.9,30.0,41.2,41.1,38.3,100,0.0,1023.7,76,13.1,13.6
2026-01-06 06:00:00,2026-01-05 23:00:00+00:00,VN,80,744.0,26.0,28.0,42.0,41.9,39.9,100,0.0,1024.2,76,13.1,13.4
2026-01-06 07:00:00,2026-01-06 00:00:00+00:00,VN,79,777.0,24.5,30.0,21.7,21.6,35.0,100,0.0,1025.2,79,13.2,14.2
2026-01-06 08:00:00,2026-01-06 01:00:00+00:00,VN,78,790.0,22.7,33.0,19.5,19.5,33.5,100,0.0,1026.3,76,13.2,14.1
2026-01-06 09:00:00,2026-01-06 02:00:00+00:00,VN,78,794.0,20.1,38.0,18.0,18.0,31.2,100,0.0,1027.5,72,13.2,14.0
2026-01-06 10:00:00,2026-01-06 03:00:00+00:00,VN,78,778.0,17.6,43.0,18.4,18.4,28.8,100,0.0,1027.7,64,14.1,15.5
2026-01-06 11:00:00,2026-01-06 04:00:00+00:00,VN,78,727.0,15.3,49.0,19.8,19.7,25.9,100,0.0,1027.6,61,14.7,14.1
2026-01-06 12:00:00,2026-01-06 05:00:00+00:00,VN,79,657.0,13.1,54.0,21.1,21.0,22.8,100,0.0,1026.5,63,14.4,13.1
2026-01-06 13:00:00,2026-01-06 06:00:00+00:00,VN,80,608.0,11.8,59.0,20.7,20.6,20.8,100,0.0,1025.8,65,14.1,14.3
2026-01-06 14:00:00,2026-01-06 07:00:00+00:00,VN,80,558.0,11.2,62.0,20.7,20.6,20.1,100,0.0,1024.9,60,14.1,14.1
2026-01-06 15:00:00,2026-01-06 08:00:00+00:00,VN,81,530.0,11.5,64.0,20.0,19.8,20.4,100,0.0,1024.6,60,14.3,13.4
2026-01-06 16:00:00,2026-01-06 09:00:00+00:00,VN,81,629.0,13.9,63.0,19.3,19.2,22.2,88,0.0,1024.5,60,14.4,12.5
2026-01-06 17:00:00,2026-01-06 10:00:00+00:00,VN,81,997.0,19.8,56.0,19.8,19.7,26.3,81,0.0,1024.7,64,14.4,8.1
2026-01-06 18:00:00,2026-01-06 11:00:00+00:00,VN,81,1492.0,27.8,45.0,24.8,24.7,31.8,97,0.0,1024.9,68,14.0,6.5
2026-01-06 19:00:00,2026-01-06 12:00:00+00:00,VN,81,1798.0,30.7,39.0,23.3,23.2,35.3,100,0.0,1026.1,75,14.0,5.2
2026-01-06 20:00:00,2026-01-06 13:00:00+00:00,VN,81,1743.0,36.2,32.0,33.2,32.8,42.3,100,0.0,1026.3,78,13.7,2.7
2026-01-06 21:00:00,2026-01-06 14:00:00+00:00,VN,82,1499.0,43.6,21.0,47.0,46.7,51.9,9,0.0,1026.7,78,13.8,3.1
2026-01-06 22:00:00,2026-01-06 15:00:00+00:00,VN,84,1265.0,48.4,14.0,57.5,57.2,57.8,17,0.0,1026.3,80,13.6,2.2
2026-01-06 23:00:00,2026-01-06 16:00:00+00:00,VN,87,1098.0,48.1,12.0,52.6,52.3,56.8,57,0.0,1026.1,81,13.4,4.3
2026-01-07 00:00:00,2026-01-06 17:00:00+00:00,VN,90,941.0,45.1,13.0,46.9,46.4,52.2,62,0.0,1025.9,87,12.7,5.9
2026-01-07 01:00:00,2026-01-06 18:00:00+00:00,VN,91,829.0,42.2,14.0,45.2,45.2,48.1,5,0.0,1026.4,94,12.1,8.3
2026-01-07 02:00:00,2026-01-06 19:00:00+00:00,VN,92,773.0,40.0,14.0,45.3,45.3,45.3,9,0.0,1026.0,95,11.6,8.3
2026-01-07 03:00:00,2026-01-06 20:00:00+00:00,VN,92,762.0,37.9,14.0,44.9,44.9,42.9,8,0.0,1026.0,96,11.3,8.8
2026-01-07 04:00:00,2026-01-06 21:00:00+00:00,VN,92,790.0,36.8,14.0,44.7,44.6,42.3,5,0.0,1025.9,97,11.1,7.7
2026-01-07 05:00:00,2026-01-06 22:00:00+00:00,VN,92,900.0,38.3,11.0,46.6,46.4,45.5,4,0.0,1025.9,97,10.8,5.7
2026-01-07 06:00:00,2026-01-06 23:00:00+00:00,VN,93,1049.0,40.7,8.0,49.2,49.1,50.5,1,0.0,1026.1,95,10.4,4.0
2026-01-07 07:00:00,2026-01-07 00:00:00+00:00,VN,93,1105.0,39.5,8.0,64.7,63.6,53.4,23,0.0,1026.5,91,11.4,6.1
2026-01-07 08:00:00,2026-01-07 01:00:00+00:00,VN,97,975.0,31.6,26.0,52.7,52.0,47.2,0,0.0,1027.3,83,13.1,6.1
2026-01-07 09:00:00,2026-01-07 02:00:00+00:00,VN,100,752.0,20.6,52.0,22.1,21.9,38.6,2,0.0,1028.3,57,15.2,10.9
2026-01-07 10:00:00,2026-01-07 03:00:00+00:00,VN,100,584.0,12.1,75.0,17.3,16.9,31.7,0,0.0,1028.1,47,16.2,11.8
2026-01-07 11:00:00,2026-01-07 04:00:00+00:00,VN,100,533.0,8.4,91.0,18.0,17.5,28.1,0,0.0,1026.9,44,17.1,9.7
2026-01-07 12:00:00,2026-01-07 05:00:00+00:00,VN,100,537.0,7.2,103.0,19.6,19.0,26.1,0,0.0,1025.4,43,18.0,8.3
2026-01-07 13:00:00,2026-01-07 06:00:00+00:00,VN,100,557.0,6.8,112.0,21.2,20.7,24.8,0,0.0,1024.3,45,18.4,7.0
2026-01-07 14:00:00,2026-01-07 07:00:00+00:00,VN,100,472.0,4.5,120.0,22.8,22.1,22.7,0,0.0,1023.0,45,18.8,5.8
2026-01-07 15:00:00,2026-01-07 08:00:00+00:00,VN,100,403.0,2.9,126.0,23.7,23.2,21.3,0,0.0,1022.1,46,18.8,5.0
2026-01-07 16:00:00,2026-01-07 09:00:00+00:00,VN,100,676.0,8.3,121.0,24.4,23.8,23.5,0,0.0,1022.1,46,18.6,4.7
2026-01-07 17:00:00,2026-01-07 10:00:00+00:00,VN,101,1648.0,27.4,98.0,31.9,31.3,32.3,0,0.0,1022.4,61,17.8,0.9
2026-01-07 18:00:00,2026-01-07 11:00:00+00:00,VN,102,2962.0,53.4,64.0,58.2,57.6,44.6,0,0.0,1022.9,61,16.2,0.6
2026-01-07 19:00:00,2026-01-07 12:00:00+00:00,VN,105,3873.0,69.9,35.0,81.3,80.6,54.9,0,0.0,1023.5,70,15.1,2.1
2026-01-07 20:00:00,2026-01-07 13:00:00+00:00,VN,111,4041.0,68.6,32.0,99.9,99.2,60.3,0,0.0,1024.3,70,15.0,1.5
2026-01-07 21:00:00,2026-01-07 14:00:00+00:00,VN,118,3805.0,66.8,29.0,107.1,106.4,67.3,0,0.0,1024.9,79,13.8,3.4
2026-01-07 22:00:00,2026-01-07 15:00:00+00:00,VN,124,3445.0,64.8,25.0,111.1,109.7,70.3,0,0.0,1025.2,81,13.2,4.1
2026-01-07 23:00:00,2026-01-07 16:00:00+00:00,VN,130,2996.0,62.6,21.0,111.3,109.9,65.3,1,0.0,1025.6,83,12.9,7.2
2026-01-08 00:00:00,2026-01-07 17:00:00+00:00,VN,136,2421.0,60.3,18.0,105.5,104.1,56.1,0,0.0,1025.4,83,12.2,5.6
2026-01-08 01:00:00,2026-01-07 18:00:00+00:00,VN,142,1889.0,57.8,15.0,101.0,99.9,48.7,6,0.0,1025.7,86,11.9,5.0
2026-01-08 02:00:00,2026-01-07 19:00:00+00:00,VN,148,1419.0,55.0,14.0,96.6,95.9,44.7,11,0.0,1025.6,89,11.3,5.0
2026-01-08 03:00:00,2026-01-07 20:00:00+00:00,VN,151,991.0,52.0,15.0,92.0,91.5,42.5,9,0.0,1025.9,84,11.1,7.2
2026-01-08 04:00:00,2026-01-07 21:00:00+00:00,VN,152,720.0,49.8,15.0,87.5,87.1,42.4,5,0.0,1026.0,78,11.1,7.3
